day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;2800;PEARLS;9998;5;9995;29;;;10005;29;;;;;10001.5;10.0
-1;2800;BANANAS;4952;1;4947;5;4946;29;4953;29;;;;;4952.5;-55.5546875
-1;2900;BANANAS;4946;25;;;;;4953;25;;;;;4949.5;-51.9765625
-1;2900;PEARLS;10002;10;9996;2;9995;23;10004;2;10005;23;;;10003.0;10.0
-1;3000;BANANAS;4946;31;;;;;4953;31;;;;;4949.5;-52.84375
-1;3000;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;30.0
-1;3100;BANANAS;4947;27;;;;;4953;2;4954;26;;;4950.0;-65.625
-1;3100;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;30.0
-1;3200;PEARLS;9996;2;9995;30;;;10002;6;10004;2;10005;30;9999.0;30.0
-1;3200;BANANAS;4947;2;4946;30;;;4951;6;4953;32;;;4949.0;-60.7890625
-1;3300;BANANAS;4946;28;;;;;4953;28;;;;;4949.5;-49.765625
-1;3300;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;30.0
-1;3400;BANANAS;4946;29;;;;;4953;29;;;;;4949.5;-52.7421875
-1;3400;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;30.0
-1;3500;BANANAS;4946;30;;;;;4951;9;4953;30;;;4948.5;-56.46875
-1;3500;PEARLS;9996;2;9995;28;;;10002;9;10004;2;10005;28;9999.0;30.0
-1;3600;PEARLS;9995;21;;;;;9998;1;10005;21;;;9996.5;30.0
-1;3600;BANANAS;4947;21;;;;;4954;21;;;;;4950.5;-68.75
-1;3700;BANANAS;4947;31;;;;;4952;6;4953;2;4954;29;4949.5;-68.65625
-1;3700;PEARLS;9996;2;9995;29;;;10000;5;10002;7;10004;2;9998.0;32.0
-1;3800;BANANAS;4947;30;;;;;4953;1;4954;29;;;4950.0;-67.875
-1;3800;PEARLS;10002;1;9996;1;9995;29;10004;1;10005;29;;;10003.0;32.0
-1;3900;BANANAS;4948;1;4947;25;;;4954;25;;;;;4951.0;-65.5
-1;3900;PEARLS;9998;1;9995;25;;;10005;25;;;;;10001.5;34.0
-1;4000;PEARLS;10002;9;9996;2;9995;27;10004;2;10005;27;;;10003.0;34.0
-1;4000;BANANAS;4947;29;;;;;4953;2;4954;27;;;4950.0;-64.9765625
-1;4100;BANANAS;4946;24;;;;;4953;24;;;;;4949.5;-57.9140625
-1;4100;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;52.0
-1;4200;BANANAS;4946;28;;;;;4947;12;4953;28;;;4946.5;-57.609375
-1;4200;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;52.0
-1;4300;BANANAS;4946;31;;;;;4952;2;4953;29;;;4949.0;-47.75
-1;4300;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;52.0
-1;4400;PEARLS;9996;1;9995;26;;;9998;1;10004;1;10005;26;9997.0;52.0
-1;4400;BANANAS;4946;26;;;;;4953;27;;;;;4949.5;-52.5859375
-1;4500;BANANAS;4946;27;;;;;4953;27;;;;;4949.5;-51.9296875
-1;4500;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;54.0
-1;4600;BANANAS;4946;22;;;;;4953;22;;;;;4949.5;-54.296875
-1;4600;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;54.0
-1;4700;BANANAS;4946;27;;;;;4947;8;4952;1;4953;26;4946.5;-131.4970703125
-1;4700;PEARLS;9998;4;9996;1;9995;26;10004;1;10005;26;;;10001.0;54.0
-1;4800;PEARLS;10002;3;9996;1;9995;24;10004;1;10005;24;;;10003.0;54.0
-1;4800;BANANAS;4951;1;4946;25;;;4952;1;4953;24;;;4951.5;-113.57421875
-1;4900;BANANAS;4946;22;;;;;4952;22;;;;;4949.0;-118.83984375
-1;4900;PEARLS;9995;22;;;;;9998;4;10005;22;;;9996.5;60.0
-1;5000;BANANAS;4947;4;4946;22;;;4953;23;;;;;4950.0;-131.421875
-1;5000;PEARLS;9998;3;9996;1;9995;22;10004;1;10005;22;;;10001.0;68.0
-1;5100;BANANAS;4947;9;4946;25;;;4948;2;4953;25;;;4947.5;-127.015625
-1;5100;PEARLS;10002;1;9998;9;9995;25;10005;25;;;;;10003.5;68.0
-1;5200;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;70.0
-1;5200;BANANAS;4947;2;4946;22;;;4953;24;;;;;4950.0;-128.9609375
-1;5300;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;70.0
-1;5300;BANANAS;4947;25;;;;;4954;25;;;;;4950.5;-124.7578125
-1;5400;BANANAS;4947;27;;;;;4952;8;4954;27;;;4949.5;-119.5
-1;5400;PEARLS;9995;27;;;;;10000;6;10002;8;10005;27;9997.5;70.0
-1;5500;BANANAS;4947;30;;;;;4954;30;;;;;4950.5;-118.390625
-1;5500;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;70.0
-1;5600;BANANAS;4947;9;4946;26;;;4953;27;;;;;4950.0;-128.21875
-1;5600;PEARLS;10002;1;9998;8;9996;1;10004;1;10005;26;;;10003.0;70.0
-1;5700;PEARLS;9998;4;9996;2;9995;23;10004;2;10005;23;;;10001.0;72.0
-1;5700;BANANAS;4950;2;4948;4;4947;25;4954;25;;;;;4952.0;-113.6953125
-1;5800;PEARLS;10002;1;9998;10;9995;24;10005;24;;;;;10003.5;72.0
-1;5800;BANANAS;4953;1;4948;10;4947;24;4954;24;;;;;4953.5;-115.3125
-1;5900;BANANAS;4947;21;;;;;4954;21;;;;;4950.5;-115.578125
-1;5900;PEARLS;10000;5;9996;1;9995;20;10004;1;10005;20;;;10002.0;74.0
-1;6000;PEARLS;9996;2;9995;22;;;9998;4;10004;2;10005;22;9997.0;74.0
-1;6000;BANANAS;4947;24;;;;;4953;2;4954;22;;;4950.0;-187.046875
-1;6100;PEARLS;9996;1;9995;24;;;10000;5;10002;2;10004;1;9998.0;82.0
-1;6100;BANANAS;4947;25;;;;;4952;2;4954;25;;;4949.5;-245.4765625
-1;6200;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;82.0
-1;6200;BANANAS;4947;30;;;;;4948;13;4954;30;;;4947.5;-242.8203125
-1;6300;BANANAS;4947;25;;;;;4948;1;4954;25;;;4947.5;-247.1171875
-1;6300;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;82.0
-1;6400;PEARLS;10000;4;9995;23;;;10005;23;;;;;10002.5;82.0
-1;6400;BANANAS;4947;23;;;;;4954;23;;;;;4950.5;-249.1875
-1;6500;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;82.0
-1;6500;BANANAS;4947;20;;;;;4954;20;;;;;4950.5;-253.1796875
-1;6600;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;82.0
-1;6600;BANANAS;4948;27;;;;;4955;27;;;;;4951.5;-261.265625
-1;6700;BANANAS;4948;28;;;;;4954;2;4955;26;;;4951.0;-256.78125
-1;6700;PEARLS;10002;4;9996;2;9995;26;10004;2;10005;26;;;10003.0;82.0
-1;6800;BANANAS;4948;1;4947;24;;;4954;24;;;;;4951.0;-243.5234375
-1;6800;PEARLS;9998;1;9996;1;9995;23;10004;1;10005;23;;;10001.0;90.0
-1;6900;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;90.0
-1;6900;BANANAS;4952;1;4951;4;4947;28;4954;28;;;;;4953.0;-239.8203125
-1;7000;PEARLS;10000;6;9998;7;9996;2;10004;2;10005;27;;;10002.0;90.0
-1;7000;BANANAS;4948;7;4947;29;;;4954;29;;;;;4951.0;-241.2265625
-1;7100;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;90.0
-1;7100;BANANAS;4947;30;;;;;4954;30;;;;;4950.5;-244.8515625
-1;7200;BANANAS;4947;23;;;;;4954;23;;;;;4950.5;-248.359375
-1;7200;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;90.0
-1;7300;PEARLS;9996;2;9995;23;;;10002;4;10004;2;10005;23;9999.0;90.0
-1;7300;BANANAS;4947;25;;;;;4952;4;4954;25;;;4949.5;-240.3671875
-1;7400;PEARLS;10002;1;9996;2;9995;28;10004;2;10005;28;;;10003.0;90.0
-1;7400;BANANAS;4947;30;;;;;4953;2;4954;28;;;4950.0;-236.90625
-1;7500;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;92.0
-1;7500;BANANAS;4947;29;;;;;4953;29;;;;;4950.0;-234.4296875
-1;7600;BANANAS;4946;26;;;;;4953;26;;;;;4949.5;-221.71875
-1;7600;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;92.0
-1;7700;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;92.0
-1;7700;BANANAS;4951;1;4945;28;;;4952;28;;;;;4951.5;-208.140625
-1;7800;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;92.0
-1;7800;BANANAS;4951;1;4946;23;;;4952;1;4953;22;;;4951.5;-218.515625
-1;7900;PEARLS;9996;1;9995;25;;;10002;4;10004;1;10005;25;9999.0;92.0
-1;7900;BANANAS;4946;1;4945;25;;;4950;4;4952;26;;;4948.0;-208.703125
-1;8000;BANANAS;4945;23;;;;;4952;23;;;;;4948.5;-212.9296875
-1;8000;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;92.0
-1;8100;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;92.0
-1;8100;BANANAS;4945;22;;;;;4952;22;;;;;4948.5;-291.1953125
-1;8200;PEARLS;9995;20;;;;;9998;1;10002;2;10005;20;9996.5;92.0
-1;8200;BANANAS;4949;2;4945;20;;;4950;2;4952;20;;;4949.5;-338.9296875
-1;8300;PEARLS;10002;1;9998;6;9996;1;10004;1;10005;26;;;10003.0;94.0
-1;8300;BANANAS;4946;6;4945;27;;;4952;27;;;;;4949.0;-340.421875
-1;8400;BANANAS;4945;26;;;;;4951;26;;;;;4948.0;-346.40625
-1;8400;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;96.0
-1;8500;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;96.0
-1;8500;BANANAS;4947;5;4944;30;;;4951;30;;;;;4949.0;-357.28125
-1;8600;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;96.0
-1;8600;BANANAS;4944;23;;;;;4951;23;;;;;4947.5;-359.46875
-1;8700;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;96.0
-1;8700;BANANAS;4945;30;;;;;4946;1;4952;30;;;4945.5;-338.6640625
-1;8800;BANANAS;4945;23;;;;;4947;4;4952;23;;;4946.0;-333.8515625
-1;8800;PEARLS;9995;23;;;;;9998;12;10005;23;;;9996.5;96.0
-1;8900;PEARLS;10002;5;9996;1;9995;26;10004;1;10005;26;;;10003.0;120.0
-1;8900;BANANAS;4945;27;;;;;4952;27;;;;;4948.5;-338.84375
-1;9000;PEARLS;9995;23;;;;;10002;7;10005;23;;;9998.5;130.0
-1;9000;BANANAS;4945;23;;;;;4950;7;4952;23;;;4947.5;-332.9375
-1;9100;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;130.0
-1;9100;BANANAS;4946;31;;;;;4949;3;4952;1;4953;30;4947.5;-322.9609375
-1;9200;BANANAS;4945;24;;;;;4950;3;4952;24;;;4947.5;-330.03125
-1;9200;PEARLS;9995;24;;;;;10002;3;10005;24;;;9998.5;130.0
-1;9300;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;130.0
-1;9300;BANANAS;4945;23;;;;;4952;23;;;;;4948.5;-330.6015625
-1;9400;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;130.0
-1;9400;BANANAS;4946;24;;;;;4952;24;;;;;4949.0;-326.3515625
-1;9500;PEARLS;9998;9;9996;1;9995;28;10004;1;10005;28;;;10001.0;130.0
-1;9500;BANANAS;4946;10;4945;28;;;4952;29;;;;;4949.0;-328.390625
-1;9600;BANANAS;4945;20;;;;;4946;1;4952;20;;;4945.5;-331.8984375
-1;9600;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;130.0
-1;9700;PEARLS;9998;3;9995;25;;;10005;25;;;;;10001.5;130.0
-1;9700;BANANAS;4946;3;4945;25;;;4952;25;;;;;4949.0;-326.7421875
-1;9800;PEARLS;9995;21;;;;;10002;5;10005;21;;;9998.5;130.0
-1;9800;BANANAS;4945;21;;;;;4950;5;4952;21;;;4947.5;-328.015625
-1;9900;BANANAS;4945;22;;;;;4952;22;;;;;4948.5;-330.609375
-1;9900;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;130.0
-1;10000;BANANAS;4946;8;4945;31;;;4952;31;;;;;4949.0;-333.5
-1;10000;PEARLS;9998;8;9996;2;9995;29;10004;2;10005;29;;;10001.0;130.0
-1;10100;BANANAS;4945;22;;;;;4952;22;;;;;4948.5;-330.75
-1;10100;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;130.0
-1;10200;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;130.0
-1;10200;BANANAS;4946;25;;;;;4952;2;4953;23;;;4949.0;-414.205078125
-1;10300;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;130.0
-1;10300;BANANAS;4946;2;4945;20;;;4947;4;4952;22;;;4946.5;-466.2734375
-1;10400;BANANAS;4946;30;;;;;4953;30;;;;;4949.5;-476.109375
-1;10400;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;130.0
-1;10500;PEARLS;9998;4;9996;1;9995;27;10004;1;10005;27;;;10001.0;130.0
-1;10500;BANANAS;4946;4;4945;28;;;4952;28;;;;;4949.0;-455.0390625
-1;10600;PEARLS;9995;23;;;;;9998;2;10002;6;10005;23;9996.5;130.0
-1;10600;BANANAS;4945;23;;;;;4950;6;4952;23;;;4947.5;-455.484375
-1;10700;PEARLS;9998;1;9995;23;;;10005;23;;;;;10001.5;134.0
-1;10700;BANANAS;4946;1;4945;23;;;4952;23;;;;;4949.0;-460.7265625
-1;10800;BANANAS;4947;3;4946;23;;;4953;23;;;;;4950.0;-475.28125
-1;10800;PEARLS;10002;1;9998;4;9995;23;10005;23;;;;;10003.5;134.0
-1;10900;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;136.0
-1;10900;BANANAS;4947;1;4946;29;;;4953;30;;;;;4950.0;-486.5625
-1;11000;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;136.0
-1;11000;BANANAS;4946;30;;;;;4952;1;4953;29;;;4949.0;-472.4140625
-1;11100;PEARLS;9996;2;9995;29;;;10002;4;10004;2;10005;29;9999.0;136.0
-1;11100;BANANAS;4946;31;;;;;4951;4;4952;2;4953;29;4948.5;-471.2109375
-1;11200;BANANAS;4946;29;;;;;4952;1;4953;28;;;4949.0;-471.875
-1;11200;PEARLS;10002;1;9996;1;9995;28;10004;1;10005;28;;;10003.0;136.0
-1;11300;BANANAS;4950;1;4945;27;;;4952;27;;;;;4951.0;-461.21875
-1;11300;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;138.0
-1;11400;PEARLS;9998;2;9996;1;9995;23;10004;1;10005;23;;;10001.0;138.0
-1;11400;BANANAS;4946;3;4945;24;;;4951;1;4952;23;;;4948.5;-450.7421875
-1;11500;BANANAS;4945;2;4944;28;;;4951;29;;;;;4948.0;-444.0859375
-1;11500;PEARLS;9998;1;9996;1;9995;28;10004;1;10005;28;;;10001.0;138.0
-1;11600;BANANAS;4944;26;;;;;4951;26;;;;;4947.5;-438.9453125
-1;11600;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;138.0
-1;11700;BANANAS;4944;22;;;;;4951;22;;;;;4947.5;-442.109375
-1;11700;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;138.0
-1;11800;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;138.0
-1;11800;BANANAS;4944;21;;;;;4951;21;;;;;4947.5;-443.109375
-1;11900;BANANAS;4944;25;;;;;4951;25;;;;;4947.5;-430.171875
-1;11900;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;138.0
-1;12000;BANANAS;4943;25;;;;;4950;25;;;;;4946.5;-423.3984375
-1;12000;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;138.0
-1;12100;BANANAS;4943;22;;;;;4948;4;4949;2;4950;20;4945.5;-507.619140625
-1;12100;PEARLS;9996;2;9995;20;;;10002;3;10004;2;10005;20;9999.0;138.0
-1;12200;PEARLS;9998;10;9996;2;9995;26;10004;2;10005;26;;;10001.0;138.0
-1;12200;BANANAS;4944;10;4943;28;;;4950;28;;;;;4947.0;-510.72265625
-1;12300;BANANAS;4943;24;;;;;4950;24;;;;;4946.5;-552.390625
-1;12300;PEARLS;9996;1;9995;23;;;10000;5;10004;1;10005;23;9998.0;138.0
-1;12400;BANANAS;4943;30;;;;;4949;1;4950;29;;;4946.0;-555.2421875
-1;12400;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;138.0
-1;12500;BANANAS;4943;31;;;;;4949;2;4950;29;;;4946.0;-555.171875
-1;12500;PEARLS;10002;5;9996;2;9995;29;10004;2;10005;29;;;10003.0;138.0
-1;12600;PEARLS;9998;5;9996;1;9995;30;10004;1;10005;30;;;10001.0;148.0
-1;12600;BANANAS;4944;5;4943;31;;;4949;31;;;;;4946.5;-559.46875
-1;12700;BANANAS;4943;31;;;;;4950;31;;;;;4946.5;-549.5234375
-1;12700;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;148.0
-1;12800;BANANAS;4943;31;;;;;4948;3;4950;31;;;4945.5;-546.296875
-1;12800;PEARLS;9996;1;9995;30;;;10002;3;10004;1;10005;30;9999.0;148.0
-1;12900;BANANAS;4944;24;;;;;4950;24;;;;;4947.0;-540.1640625
-1;12900;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;148.0
-1;13000;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;148.0
-1;13000;BANANAS;4943;27;;;;;4950;27;;;;;4946.5;-542.3359375
-1;13100;BANANAS;4944;30;;;;;4950;2;4951;28;;;4947.0;-537.953125
-1;13100;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;148.0
-1;13200;BANANAS;4943;28;;;;;4950;28;;;;;4946.5;-543.65625
-1;13200;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;148.0
-1;13300;BANANAS;4949;1;4944;28;;;4950;2;4951;26;;;4949.5;-538.484375
-1;13300;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;148.0
-1;13400;PEARLS;10002;1;9996;1;9995;25;10004;1;10005;25;;;10003.0;148.0
-1;13400;BANANAS;4944;26;;;;;4950;1;4951;25;;;4947.0;-537.359375
-1;13500;BANANAS;4947;4;4944;30;;;4949;9;4951;30;;;4948.0;-530.0625
-1;13500;PEARLS;9996;1;9995;29;;;10002;9;10004;1;10005;29;9999.0;150.0
-1;13600;BANANAS;4944;25;;;;;4950;2;4951;23;;;4947.0;-534.9921875
-1;13600;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;150.0
-1;13700;BANANAS;4947;5;4944;30;;;4949;7;4951;30;;;4948.0;-534.046875
-1;13700;PEARLS;10000;2;9996;2;9995;28;10002;7;10004;2;10005;28;10001.0;150.0
-1;13800;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;150.0
-1;13800;BANANAS;4943;25;;;;;4950;25;;;;;4946.5;-553.3515625
-1;13900;BANANAS;4942;20;;;;;4947;2;4949;20;;;4944.5;-564.953125
-1;13900;PEARLS;9995;20;;;;;10002;2;10005;20;;;9998.5;150.0
-1;14000;BANANAS;4948;1;4943;1;4942;26;4949;27;;;;;4948.5;-564.7734375
-1;14000;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;150.0
-1;14100;BANANAS;4942;24;;;;;4949;24;;;;;4945.5;-572.640625
-1;14100;PEARLS;10000;3;9996;2;9995;22;10004;2;10005;22;;;10002.0;150.0
-1;14200;BANANAS;4942;24;;;;;4949;24;;;;;4945.5;-573.890625
-1;14200;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;150.0
-1;14300;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;150.0
-1;14300;BANANAS;4943;30;;;;;4949;2;4950;28;;;4946.0;-559.3125
-1;14400;BANANAS;4943;9;4942;23;;;4949;23;;;;;4946.0;-565.921875
-1;14400;PEARLS;9998;9;9996;1;9995;22;10004;1;10005;22;;;10001.0;150.0
-1;14500;BANANAS;4943;22;;;;;4949;1;4950;22;;;4946.0;-558.6640625
-1;14500;PEARLS;9996;1;9995;22;;;10000;2;10004;1;10005;22;9998.0;150.0
-1;14600;PEARLS;9995;21;;;;;10002;3;10005;21;;;9998.5;150.0
-1;14600;BANANAS;4942;21;;;;;4947;3;4949;21;;;4944.5;-565.015625
-1;14700;PEARLS;9998;5;9996;2;9995;24;10004;2;10005;24;;;10001.0;150.0
-1;14700;BANANAS;4943;7;4942;24;;;4949;26;;;;;4946.0;-565.59375
-1;14800;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;150.0
-1;14800;BANANAS;4943;1;4942;21;;;4949;23;;;;;4946.0;-562.3046875
-1;14900;BANANAS;4943;2;4942;28;;;4947;8;4949;30;;;4945.0;-564.90625
-1;14900;PEARLS;9996;2;9995;28;;;10002;8;10004;2;10005;28;9999.0;150.0
-1;15000;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;150.0
-1;15000;BANANAS;4942;23;;;;;4943;1;4949;23;;;4942.5;-569.453125
-1;15100;PEARLS;10002;1;9996;1;9995;25;10004;1;10005;25;;;10003.0;150.0
-1;15100;BANANAS;4948;1;4943;1;4942;25;4949;26;;;;;4948.5;-562.3359375
-1;15200;PEARLS;9998;3;9996;2;9995;23;10000;4;10004;2;10005;23;9999.0;152.0
-1;15200;BANANAS;4946;3;4944;3;4943;25;4950;25;;;;;4948.0;-552.1875
-1;15300;BANANAS;4943;5;4942;22;;;4949;24;;;;;4946.0;-562.6171875
-1;15300;PEARLS;9998;3;9996;2;9995;22;10004;2;10005;22;;;10001.0;152.0
-1;15400;PEARLS;9996;2;9995;24;;;10002;4;10004;2;10005;24;9999.0;152.0
-1;15400;BANANAS;4942;26;;;;;4947;4;4949;26;;;4944.5;-567.09375
-1;15500;PEARLS;9998;5;9995;20;;;10005;20;;;;;10001.5;152.0
