day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
2;107400;PEARLS;9996;2;9995;26;;;10002;6;10004;2;10005;26;9999.0;962.0
2;107400;COCONUTS;7911;184;;;;;7913;40;7914;144;;;7912.0;4914.5
2;107400;BANANAS;4813;28;;;;;4817;6;4819;28;;;4815.0;852.005859375
2;107500;BANANAS;4813;22;;;;;4819;1;4820;21;;;4816.0;851.6328125
2;107500;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;962.0
2;107500;COCONUTS;7911;168;;;;;7914;168;;;;;7912.5;4777.5
2;107500;PINA_COLADAS;14866;84;;;;;14869;23;14870;61;;;14867.5;-12370.0
2;107600;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;962.0
2;107600;COCONUTS;7911;54;7910;145;;;7913;199;;;;;7912.0;5020.5
2;107600;BANANAS;4813;28;;;;;4819;2;4820;27;;;4816.0;851.0595703125
2;107600;PINA_COLADAS;14866;97;;;;;14869;97;;;;;14867.5;-12306.5
2;107700;BANANAS;4816;2;4813;30;;;4819;30;;;;;4817.5;851.923828125
2;107700;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;962.0
2;107700;COCONUTS;7911;181;;;;;7914;181;;;;;7912.5;4662.0
2;107700;PINA_COLADAS;14868;26;14867;74;;;14870;26;14871;74;;;14869.0;-12696.0
2;107800;PINA_COLADAS;14866;76;;;;;14869;76;;;;;14867.5;-12205.0
2;107800;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;962.0
2;107800;COCONUTS;7911;215;;;;;7913;79;7914;136;;;7912.0;4937.0
2;107800;BANANAS;4818;1;4813;1;4812;20;4819;21;;;;;4818.5;852.859375
2;107900;BANANAS;4813;2;4812;24;;;4814;4;4819;26;;;4813.5;854.93359375
2;107900;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;968.0
2;107900;COCONUTS;7911;59;7910;114;;;7913;173;;;;;7912.0;5090.0
2;107900;PINA_COLADAS;14863;94;;;;;14866;94;;;;;14864.5;-11396.0
2;108000;PEARLS;9998;8;9995;27;;;10005;27;;;;;10001.5;971.0
2;108000;COCONUTS;7910;165;;;;;7913;165;;;;;7911.5;5275.0
2;108000;BANANAS;4813;8;4812;27;;;4819;27;;;;;4816.0;862.0
2;108000;PINA_COLADAS;14863;77;;;;;14866;77;;;;;14864.5;-11379.5
2;108100;BANANAS;4813;2;4812;22;;;4819;24;;;;;4816.0;862.0
2;108100;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;971.0
2;108100;COCONUTS;7910;186;;;;;7912;59;7913;127;;;7911.0;5476.5
2;108100;PINA_COLADAS;14862;83;;;;;14865;83;;;;;14863.5;-11122.5
2;108200;PINA_COLADAS;14861;94;;;;;14864;94;;;;;14862.5;-10699.0
2;108200;PEARLS;9995;24;;;;;10002;9;10005;24;;;9998.5;971.0
2;108200;COCONUTS;7909;151;;;;;7912;151;;;;;7910.5;5689.0
2;108200;BANANAS;4812;24;;;;;4817;9;4819;24;;;4814.5;862.0
2;108300;BANANAS;4813;23;;;;;4819;23;;;;;4816.0;862.0
2;108300;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;971.0
2;108300;COCONUTS;7910;72;7909;106;;;7912;178;;;;;7911.0;5605.0
2;108300;PINA_COLADAS;14861;15;14859;99;;;14862;28;14863;71;;;14861.5;-10259.0
2;108400;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;971.0
2;108400;COCONUTS;7909;202;;;;;7911;79;7912;123;;;7910.0;6094.0
2;108400;BANANAS;4813;21;;;;;4815;4;4820;21;;;4814.0;862.0
2;108400;PINA_COLADAS;14860;102;;;;;14863;102;;;;;14861.5;-10501.0
2;108500;BANANAS;4813;21;;;;;4820;21;;;;;4816.5;867.669921875
2;108500;PEARLS;9995;21;;;;;9998;1;10005;21;;;9996.5;971.0
2;108500;COCONUTS;7910;191;;;;;7913;191;;;;;7911.5;5307.0
2;108500;PINA_COLADAS;14864;76;;;;;14865;20;14867;76;;;14864.5;-11738.0
2;108600;PINA_COLADAS;14865;90;;;;;14868;90;;;;;14866.5;-11940.5
2;108600;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;973.0
2;108600;COCONUTS;7911;181;;;;;7914;181;;;;;7912.5;4816.0
2;108600;BANANAS;4812;24;;;;;4813;1;4815;1;4819;24;4812.5;865.453125
2;108700;BANANAS;4812;24;;;;;4819;24;;;;;4815.5;866.556640625
2;108700;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;973.0
2;108700;COCONUTS;7911;157;;;;;7914;157;;;;;7912.5;4789.0
2;108700;PINA_COLADAS;14861;97;;;;;14864;97;;;;;14862.5;-10822.0
2;108800;COCONUTS;7911;194;;;;;7913;47;7914;147;;;7912.0;4918.0
2;108800;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;973.0
2;108800;BANANAS;4812;27;;;;;4819;27;;;;;4815.5;866.79296875
2;108800;PINA_COLADAS;14862;91;;;;;14865;91;;;;;14863.5;-10995.0
2;108900;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;973.0
2;108900;BANANAS;4812;28;;;;;4818;1;4819;27;;;4815.0;864.65625
2;108900;COCONUTS;7910;212;;;;;7913;212;;;;;7911.5;5140.5
2;108900;PINA_COLADAS;14860;80;;;;;14863;80;;;;;14861.5;-10532.5
2;109000;PINA_COLADAS;14860;22;14859;62;;;14862;22;14863;62;;;14861.0;-10304.0
2;109000;COCONUTS;7909;160;;;;;7912;160;;;;;7910.5;5825.0
2;109000;PEARLS;9996;2;9995;26;;;10002;2;10004;2;10005;26;9999.0;973.0
2;109000;BANANAS;4812;1;4811;26;;;4816;2;4818;28;;;4814.0;863.162109375
2;109100;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;973.0
2;109100;BANANAS;4811;23;;;;;4817;2;4818;21;;;4814.0;859.74609375
2;109100;COCONUTS;7910;73;7909;188;;;7912;188;;;;;7911.0;5774.0
2;109100;PINA_COLADAS;14861;32;14860;74;;;14864;106;;;;;14862.5;-10654.0
2;109200;COCONUTS;7909;213;;;;;7912;213;;;;;7910.5;5696.5
2;109200;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;973.0
2;109200;BANANAS;4810;24;;;;;4817;24;;;;;4813.5;858.40625
2;109200;PINA_COLADAS;14860;88;;;;;14863;88;;;;;14861.5;-10386.5
2;109300;PEARLS;10002;1;9996;1;9995;27;10004;1;10005;27;;;10003.0;973.0
2;109300;BANANAS;4811;1;4810;27;;;4817;28;;;;;4814.0;857.787109375
2;109300;COCONUTS;7909;180;;;;;7912;180;;;;;7910.5;5920.0
2;109300;PINA_COLADAS;14858;23;14857;93;;;14860;93;;;;;14859.0;-9529.0
2;109400;PINA_COLADAS;14858;83;;;;;14861;83;;;;;14859.5;-9827.5
2;109400;COCONUTS;7910;60;7909;117;;;7912;177;;;;;7911.0;5635.0
2;109400;PEARLS;9998;4;9996;1;9995;30;10004;1;10005;30;;;10001.0;975.0
2;109400;BANANAS;4811;4;4810;31;;;4817;31;;;;;4814.0;856.8515625
2;109500;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;975.0
2;109500;BANANAS;4810;22;;;;;4817;22;;;;;4813.5;855.833984375
2;109500;COCONUTS;7910;67;7909;127;;;7912;194;;;;;7911.0;5562.5
2;109500;PINA_COLADAS;14860;104;;;;;14863;104;;;;;14861.5;-10393.0
2;109600;COCONUTS;7910;165;;;;;7912;165;;;;;7911.0;5551.0
2;109600;BANANAS;4810;23;;;;;4816;1;4817;22;;;4813.0;855.12109375
2;109600;PEARLS;9996;1;9995;22;;;9998;1;10004;1;10005;22;9997.0;975.0
2;109600;PINA_COLADAS;14860;79;;;;;14863;79;;;;;14861.5;-10392.0
2;109700;BANANAS;4810;27;;;;;4817;27;;;;;4813.5;855.396484375
2;109700;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;977.0
2;109700;COCONUTS;7910;204;;;;;7913;204;;;;;7911.5;5194.5
2;109700;PINA_COLADAS;14858;87;;;;;14861;87;;;;;14859.5;-9933.0
2;109800;PINA_COLADAS;14857;85;;;;;14860;26;14861;59;;;14858.5;-9657.5
2;109800;COCONUTS;7910;196;;;;;7913;196;;;;;7911.5;5204.5
2;109800;BANANAS;4809;21;;;;;4816;21;;;;;4812.5;852.517578125
2;109800;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;977.0
2;109900;BANANAS;4814;1;4809;27;;;4815;27;;;;;4814.5;848.99609375
2;109900;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;977.0
2;109900;COCONUTS;7910;163;;;;;7913;163;;;;;7911.5;5425.0
2;109900;PINA_COLADAS;14857;35;14856;74;;;14859;35;14860;74;;;14858.0;-9423.0
2;110000;COCONUTS;7910;135;;;;;7911;28;7913;186;;;7910.5;5079.5
2;110000;BANANAS;4808;31;;;;;4813;4;4815;31;;;4810.5;846.359375
2;110000;PEARLS;9996;2;9995;29;;;10002;4;10004;2;10005;29;9999.0;977.0
2;110000;PINA_COLADAS;14858;104;;;;;14861;104;;;;;14859.5;-9764.0
2;110100;BANANAS;4810;1;4808;1;4807;23;4814;24;;;;;4812.0;858.4140625
2;110100;PEARLS;10002;1;9996;1;9995;23;10004;1;10005;23;;;10003.0;1013.0
2;110100;COCONUTS;7910;185;;;;;7912;185;;;;;7911.0;5559.0
2;110100;PINA_COLADAS;14857;104;;;;;14860;104;;;;;14858.5;-9588.5
2;110200;PINA_COLADAS;14856;14;14855;35;14854;67;14857;35;14858;67;;;14856.5;-8823.0
2;110200;BANANAS;4807;29;;;;;4814;29;;;;;4810.5;860.67578125
2;110200;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;1015.0
2;110200;COCONUTS;7909;184;;;;;7912;184;;;;;7910.5;5684.5
2;110300;BANANAS;4807;25;;;;;4814;25;;;;;4810.5;858.6484375
2;110300;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;1035.0
2;110300;COCONUTS;7910;224;;;;;7913;224;;;;;7911.5;5271.0
2;110300;PINA_COLADAS;14856;90;;;;;14859;90;;;;;14857.5;-9245.0
2;110400;BANANAS;4807;22;;;;;4814;22;;;;;4810.5;857.53125
2;110400;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;1035.0
2;110400;COCONUTS;7910;66;7909;109;;;7912;175;;;;;7911.0;5642.0
2;110400;PINA_COLADAS;14853;80;;;;;14856;80;;;;;14854.5;-8301.0
2;110500;BANANAS;4807;20;;;;;4814;20;;;;;4810.5;856.828125
2;110500;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;1035.0
2;110500;COCONUTS;7909;195;;;;;7912;195;;;;;7910.5;5902.5
2;110500;PINA_COLADAS;14852;81;;;;;14853;29;14855;81;;;14852.5;-7998.0
2;110600;PINA_COLADAS;14851;40;14850;94;;;14853;94;;;;;14852.0;-7411.5
2;110600;BANANAS;4807;24;;;;;4812;2;4814;24;;;4809.5;858.97265625
2;110600;PEARLS;9995;24;;;;;10002;2;10005;24;;;9998.5;1035.0
2;110600;COCONUTS;7909;66;7908;103;;;7911;169;;;;;7910.0;6200.5
2;110700;BANANAS;4808;31;;;;;4814;31;;;;;4811.0;855.8125
2;110700;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;1035.0
2;110700;COCONUTS;7908;188;;;;;7911;188;;;;;7909.5;6366.5
2;110700;PINA_COLADAS;14852;88;;;;;14855;88;;;;;14853.5;-7990.5
2;110800;BANANAS;4808;30;;;;;4814;30;;;;;4811.0;855.359375
2;110800;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;1035.0
2;110800;COCONUTS;7908;183;;;;;7911;183;;;;;7909.5;6508.5
2;110800;PINA_COLADAS;14849;84;;;;;14852;84;;;;;14850.5;-7154.0
2;110900;BANANAS;4809;4;4808;28;;;4815;28;;;;;4812.0;853.2265625
2;110900;PEARLS;10000;6;9998;4;9996;2;10004;2;10005;26;;;10002.0;1035.0
2;110900;COCONUTS;7909;173;;;;;7912;173;;;;;7910.5;5980.0
2;110900;PINA_COLADAS;14851;38;14850;65;;;14854;103;;;;;14852.5;-7640.5
2;111000;BANANAS;4808;23;;;;;4814;1;4815;22;;;4811.0;854.6328125
2;111000;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;1035.0
2;111000;COCONUTS;7910;221;;;;;7912;74;7913;147;;;7911.0;5523.5
2;111000;PINA_COLADAS;14852;64;;;;;14853;1;14855;30;14856;64;14852.5;-8185.5
2;111100;PEARLS;9998;4;9995;24;;;10000;3;10005;24;;;9999.0;1035.0
2;111100;BANANAS;4809;4;4808;24;;;4815;24;;;;;4812.0;853.171875
2;111100;COCONUTS;7910;219;;;;;7912;80;7913;139;;;7911.0;5443.0
2;111100;PINA_COLADAS;14852;102;;;;;14855;102;;;;;14853.5;-7989.5
2;111200;PEARLS;9996;2;9995;30;;;10000;2;10004;2;10005;30;9998.0;1035.0
2;111200;BANANAS;4809;1;4808;30;;;4815;32;;;;;4812.0;851.0078125
2;111200;COCONUTS;7910;76;7909;105;;;7912;181;;;;;7911.0;5664.5
2;111200;PINA_COLADAS;14850;93;;;;;14853;20;14854;73;;;14851.5;-7561.0
2;111300;PINA_COLADAS;14848;21;14847;52;;;14850;21;14851;52;;;14849.0;-6713.5
2;111300;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;1035.0
2;111300;BANANAS;4811;3;4808;23;;;4815;23;;;;;4813.0;852.55078125
2;111300;COCONUTS;7909;184;;;;;7912;184;;;;;7910.5;6010.0
2;111400;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;1035.0
2;111400;BANANAS;4809;26;;;;;4815;27;;;;;4812.0;848.87890625
2;111400;COCONUTS;7908;167;;;;;7911;167;;;;;7909.5;6326.0
2;111400;PINA_COLADAS;14848;95;;;;;14851;95;;;;;14849.5;-6838.5
2;111500;PEARLS;9995;28;;;;;9998;11;10005;28;;;9996.5;1035.0
2;111500;BANANAS;4809;28;;;;;4816;28;;;;;4812.5;847.46875
2;111500;COCONUTS;7908;209;;;;;7911;209;;;;;7909.5;6475.5
2;111500;PINA_COLADAS;14849;77;;;;;14852;77;;;;;14850.5;-7161.5
2;111600;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;1035.0
2;111600;BANANAS;4809;22;;;;;4811;1;4815;22;;;4810.0;849.70703125
2;111600;COCONUTS;7908;208;;;;;7911;208;;;;;7909.5;6423.5
2;111600;PINA_COLADAS;14849;26;14848;65;;;14851;26;14852;65;;;14850.0;-6998.5
2;111700;PINA_COLADAS;14844;96;;;;;14847;96;;;;;14845.5;-5582.5
2;111700;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;1035.0
2;111700;BANANAS;4809;24;;;;;4816;24;;;;;4812.5;845.3984375
2;111700;COCONUTS;7907;185;;;;;7908;55;7909;77;7910;108;7907.5;7198.0
2;111800;BANANAS;4810;20;;;;;4816;20;;;;;4813.0;841.90625
2;111800;PEARLS;9995;20;;;;;9998;3;10005;20;;;9996.5;1035.0
2;111800;COCONUTS;7907;179;;;;;7909;71;7910;108;;;7908.0;7299.0
2;111800;PINA_COLADAS;14841;79;;;;;14844;79;;;;;14842.5;-4842.0
2;111900;PEARLS;9995;30;;;;;10002;8;10005;30;;;9998.5;1041.0
2;111900;COCONUTS;7905;150;;;;;7908;150;;;;;7906.5;8022.5
2;111900;PINA_COLADAS;14839;104;;;;;14842;109;;;;;14840.5;-4212.5
2;111900;BANANAS;4810;30;;;;;4815;8;4817;30;;;4812.5;837.74609375
2;112000;PEARLS;9998;9;9996;2;9995;27;10004;2;10005;27;;;10001.0;1041.0
2;112000;COCONUTS;7906;187;;;;;7909;187;;;;;7907.5;7658.0
2;112000;PINA_COLADAS;14841;101;;;;;14844;101;;;;;14842.5;-4846.5
2;112000;BANANAS;4812;9;4811;29;;;4817;29;;;;;4814.5;834.84375
2;112100;PINA_COLADAS;14841;84;;;;;14844;84;;;;;14842.5;-4824.0
2;112100;BANANAS;4811;25;;;;;4818;25;;;;;4814.5;834.08203125
2;112100;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;1041.0
2;112100;COCONUTS;7907;40;7906;105;;;7909;145;;;;;7908.0;7370.0
2;112200;BANANAS;4811;28;;;;;4817;2;4818;26;;;4814.0;832.5859375
2;112200;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;1041.0
2;112200;COCONUTS;7906;189;;;;;7909;189;;;;;7907.5;7708.5
2;112200;PINA_COLADAS;14840;109;;;;;14841;36;14843;109;;;14840.5;-4433.5
2;112300;PEARLS;9996;1;9995;28;;;9998;1;10004;1;10005;28;9997.0;1041.0
2;112300;COCONUTS;7906;151;;;;;7909;151;;;;;7907.5;7767.0
2;112300;PINA_COLADAS;14841;73;;;;;14844;73;;;;;14842.5;-4729.0
2;112300;BANANAS;4811;29;;;;;4812;1;4818;29;;;4811.5;830.55078125
2;112400;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;1043.0
2;112400;COCONUTS;7904;185;;;;;7907;185;;;;;7905.5;8687.0
2;112400;PINA_COLADAS;14838;86;;;;;14841;86;;;;;14839.5;-3808.5
2;112400;BANANAS;4811;23;;;;;4818;23;;;;;4814.5;831.8828125
2;112500;PINA_COLADAS;14836;74;;;;;14839;74;;;;;14837.5;-3278.0
2;112500;BANANAS;4812;25;;;;;4818;25;;;;;4815.0;830.82421875
2;112500;PEARLS;9995;25;;;;;9998;1;10005;25;;;9996.5;1043.0
2;112500;COCONUTS;7903;184;;;;;7906;184;;;;;7904.5;9293.0
2;112600;BANANAS;4812;24;;;;;4818;25;;;;;4815.0;831.03125
2;112600;PEARLS;9995;25;;;;;9998;1;10005;25;;;9996.5;1043.0
2;112600;COCONUTS;7904;170;;;;;7906;47;7907;123;;;7905.0;9037.0
2;112600;PINA_COLADAS;14836;84;;;;;14839;84;;;;;14837.5;-3281.0
2;112700;PEARLS;9998;8;9996;2;9995;20;10004;2;10005;20;;;10001.0;1043.0
2;112700;COCONUTS;7903;181;;;;;7906;181;;;;;7904.5;9458.0
2;112700;PINA_COLADAS;14836;20;14835;71;;;14837;40;14839;91;;;14836.5;-3156.5
2;112700;BANANAS;4817;1;4812;10;4811;20;4818;22;;;;;4817.5;832.541015625
2;112800;PEARLS;9995;21;;;;;9998;1;10005;21;;;9996.5;1043.0
2;112800;COCONUTS;7903;207;;;;;7906;207;;;;;7904.5;9449.0
2;112800;PINA_COLADAS;14835;72;;;;;14838;72;;;;;14836.5;-3042.5
2;112800;BANANAS;4812;21;;;;;4818;21;;;;;4815.0;833.5390625
2;112900;PINA_COLADAS;14834;89;;;;;14837;89;;;;;14835.5;-2580.5
2;112900;BANANAS;4816;1;4811;20;;;4818;20;;;;;4817.0;834.62890625
2;112900;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;1043.0
2;112900;COCONUTS;7902;188;;;;;7905;188;;;;;7903.5;9888.0
2;113000;BANANAS;4816;5;4811;30;;;4818;30;;;;;4817.0;836.9609375
2;113000;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;1043.0
2;113000;COCONUTS;7902;176;;;;;7905;176;;;;;7903.5;9858.0
2;113000;PINA_COLADAS;14833;93;;;;;14834;32;14836;93;;;14833.5;-2310.5
2;113100;PEARLS;10002;1;9995;30;;;10005;30;;;;;10003.5;1043.0
2;113100;COCONUTS;7903;171;;;;;7906;171;;;;;7904.5;9346.5
2;113100;PINA_COLADAS;14837;73;14836;51;;;14839;39;14840;51;;;14838.0;-3399.0
2;113100;BANANAS;4811;30;;;;;4818;30;;;;;4814.5;848.609375
2;113200;PEARLS;9995;22;;;;;10002;7;10005;22;;;9998.5;1045.0
2;113200;COCONUTS;7905;74;7904;178;;;7906;42;7907;136;;;7905.5;9045.0
2;113200;PINA_COLADAS;14837;103;;;;;14840;103;;;;;14838.5;-3597.5
2;113200;BANANAS;4811;22;;;;;4816;7;4818;22;;;4813.5;845.8125
2;113300;PINA_COLADAS;14838;81;;;;;14841;81;;;;;14839.5;-3799.5
2;113300;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;1045.0
2;113300;BANANAS;4811;20;;;;;4818;20;;;;;4814.5;845.09375
2;113300;COCONUTS;7903;220;;;;;7906;220;;;;;7904.5;9379.0
2;113400;PEARLS;10000;6;9996;1;9995;30;10004;1;10005;30;;;10002.0;1045.0
2;113400;BANANAS;4816;1;4811;31;;;4817;1;4818;30;;;4816.5;849.5390625
2;113400;COCONUTS;7904;159;;;;;7906;53;7907;106;;;7905.0;8985.5
2;113400;PINA_COLADAS;14837;94;;;;;14840;35;14841;59;;;14838.5;-3662.0
2;113500;COCONUTS;7902;172;;;;;7905;172;;;;;7903.5;9976.5
2;113500;PINA_COLADAS;14834;100;;;;;14837;100;;;;;14835.5;-2584.0
2;113500;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;1045.0
2;113500;BANANAS;4811;27;;;;;4818;27;;;;;4814.5;845.7421875
2;113600;COCONUTS;7902;179;;;;;7905;179;;;;;7903.5;10096.5
2;113600;PINA_COLADAS;14834;40;14833;68;;;14837;108;;;;;14835.5;-2549.0
2;113600;PEARLS;9996;2;9995;30;;;9998;1;10002;1;10004;2;9997.0;1045.0
2;113600;BANANAS;4811;32;;;;;4816;1;4817;2;4818;30;4813.5;849.2109375
2;113700;PINA_COLADAS;14837;92;;;;;14840;92;;;;;14838.5;-3481.0
2;113700;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;1047.0
2;113700;BANANAS;4811;21;;;;;4812;10;4818;21;;;4811.5;851.03125
2;113700;COCONUTS;7904;196;;;;;7906;62;7907;134;;;7905.0;8963.5
2;113800;PEARLS;9998;4;9995;21;;;10005;21;;;;;10001.5;1047.0
2;113800;BANANAS;4811;4;4810;21;;;4817;21;;;;;4814.0;875.33984375
2;113800;COCONUTS;7905;206;;;;;7908;206;;;;;7906.5;8099.0
2;113800;PINA_COLADAS;14840;87;;;;;14843;87;;;;;14841.5;-4383.0
2;113900;COCONUTS;7905;180;;;;;7908;180;;;;;7906.5;8285.5
2;113900;PINA_COLADAS;14841;95;;;;;14844;25;14845;70;;;14842.5;-4860.5
2;113900;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;1047.0
2;113900;BANANAS;4811;31;;;;;4817;31;;;;;4814.0;895.796875
2;114000;COCONUTS;7907;51;7906;143;;;7909;194;;;;;7908.0;7392.0
2;114000;PINA_COLADAS;14847;24;14846;71;;;14849;24;14850;71;;;14848.0;-6392.5
2;114000;BANANAS;4812;6;4811;23;;;4817;2;4818;21;;;4814.5;893.2265625
2;114000;PEARLS;10002;1;9998;6;9996;2;10004;2;10005;21;;;10003.0;1047.0
2;114100;PINA_COLADAS;14847;93;;;;;14850;93;;;;;14848.5;-6644.5
2;114100;BANANAS;4811;27;;;;;4817;27;;;;;4814.0;895.328125
2;114100;PEARLS;9996;2;9995;25;;;9998;4;10004;2;10005;25;9997.0;1049.0
2;114100;COCONUTS;7907;147;;;;;7908;63;7910;147;;;7907.5;7030.5
2;114200;BANANAS;4811;27;;;;;4818;27;;;;;4814.5;890.0234375
2;114200;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;1049.0
2;114200;COCONUTS;7907;188;;;;;7908;52;7910;188;;;7907.5;6869.0
2;114200;PINA_COLADAS;14848;103;;;;;14851;103;;;;;14849.5;-6869.0
2;114300;COCONUTS;7908;46;7907;141;;;7910;187;;;;;7909.0;6753.0
2;114300;PINA_COLADAS;14846;104;;;;;14849;104;;;;;14847.5;-6314.5
2;114300;BANANAS;4816;1;4812;10;4811;26;4818;26;;;;;4817.0;887.2421875
2;114300;PEARLS;9998;10;9996;2;9995;24;10004;2;10005;24;;;10001.0;1049.0
2;114400;COCONUTS;7906;187;;;;;7909;187;;;;;7907.5;7634.5
2;114400;PINA_COLADAS;14846;33;14845;73;;;14848;33;14849;73;;;14847.0;-6113.5
2;114400;BANANAS;4812;3;4811;29;;;4817;29;;;;;4814.5;897.34375
2;114400;PEARLS;9998;3;9995;29;;;10005;29;;;;;10001.5;1049.0
2;114500;PINA_COLADAS;14847;102;;;;;14850;102;;;;;14848.5;-6561.0
2;114500;BANANAS;4810;24;;;;;4815;3;4817;24;;;4812.5;904.953125
2;114500;PEARLS;9996;2;9995;22;;;10002;3;10004;2;10005;22;9999.0;1049.0
2;114500;COCONUTS;7908;79;7907;213;;;7910;213;;;;;7909.0;7169.5
2;114600;BANANAS;4811;4;4810;31;;;4817;31;;;;;4814.0;905.640625
2;114600;PEARLS;10002;1;9998;4;9996;2;10004;2;10005;29;;;10003.0;1049.0
2;114600;COCONUTS;7907;59;7906;164;;;7909;164;;;;;7908.0;7513.0
2;114600;PINA_COLADAS;14848;20;14847;63;;;14851;83;;;;;14849.5;-6760.0
2;114700;PINA_COLADAS;14846;15;14845;55;;;14848;38;14849;55;;;14847.0;-6096.0
2;114700;BANANAS;4815;1;4810;27;;;4817;27;;;;;4816.0;909.140625
2;114700;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;1051.0
2;114700;COCONUTS;7905;202;;;;;7908;202;;;;;7906.5;8221.0
2;114800;PINA_COLADAS;14844;76;;;;;14845;39;14847;22;14848;54;14844.5;-5751.0
2;114800;BANANAS;4809;25;;;;;4816;25;;;;;4812.5;919.90625
2;114800;PEARLS;9995;25;;;;;10000;5;10005;25;;;9997.5;1051.0
2;114800;COCONUTS;7905;192;;;;;7907;76;7908;116;;;7906.0;8394.5
2;114900;PINA_COLADAS;14847;27;14846;68;;;14849;27;14850;68;;;14848.0;-6373.5
2;114900;BANANAS;4809;23;;;;;4815;2;4816;21;;;4812.0;929.0234375
2;114900;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;1051.0
2;114900;COCONUTS;7906;68;7905;118;;;7908;186;;;;;7907.0;7993.0
2;115000;BANANAS;4814;1;4809;23;;;4815;1;4816;22;;;4814.5;929.8203125
2;115000;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;1051.0
2;115000;COCONUTS;7907;191;;;;;7910;191;;;;;7908.5;6929.5
2;115000;PINA_COLADAS;14851;22;14850;61;;;14853;22;14854;61;;;14852.0;-7598.0
2;115100;PINA_COLADAS;14849;95;;;;;14852;95;;;;;14850.5;-7212.0
2;115100;BANANAS;4809;25;;;;;4815;25;;;;;4812.0;934.125
2;115100;PEARLS;9995;25;;;;;9998;4;10005;25;;;9996.5;1051.0
2;115100;COCONUTS;7908;182;;;;;7910;68;7911;114;;;7909.0;6621.0
2;115200;PINA_COLADAS;14852;88;;;;;14855;88;;;;;14853.5;-8107.5
2;115200;BANANAS;4809;25;;;;;4816;25;;;;;4812.5;926.7109375
2;115200;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;1051.0
2;115200;COCONUTS;7908;148;;;;;7911;148;;;;;7909.5;6487.0
2;115300;PINA_COLADAS;14849;79;;;;;14852;79;;;;;14850.5;-7203.5
2;115300;BANANAS;4809;22;;;;;4814;1;4816;22;;;4811.5;924.171875
2;115300;PEARLS;9995;22;;;;;10002;1;10005;22;;;9998.5;1051.0
2;115300;COCONUTS;7907;160;;;;;7910;160;;;;;7908.5;6922.0
2;115400;BANANAS;4809;22;;;;;4815;22;;;;;4812.0;933.9296875
2;115400;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;1051.0
2;115400;COCONUTS;7907;149;;;;;7910;149;;;;;7908.5;7174.5
